0,0,28.3792714316,0.141575576871,-0.0229408089691
0,1,26.6998142955,0.104328378137,-0.0284961756373
0,2,16.9828797142,0.0888843841006,-0.036226252712
0,3,7.66282078433,0.0803246964433,-0.0418721354625
0,4,4.59915956071,0.0725677012103,-0.0434309561009
0,5,8.8425989524,0.0702858818656,-0.0364026233497
0,6,2.83450987299,0.0677335141177,-0.044295585821
0,7,1.48208048555,0.0648278523332,-0.0471272863168
0,8,2.17918653679,0.0657549661566,-0.0450654757577
0,9,4.39505029818,0.0658246172576,-0.0401887796148
0,10,2.63005257089,0.0616077836051,-0.0410681472163
0,11,0.607059641508,0.0577769699106,-0.046762733915
0,12,0.176900600996,0.0597914274121,-0.0547904334259
0,13,0.169664710761,0.0580673590801,-0.0515897320811
0,14,0.069251540142,0.0576086846426,-0.053550506175
0,15,0.329027002621,0.0583134165613,-0.050083995202
0,16,0.407126534087,0.0570982002672,-0.0478182183711
0,17,0.243360690648,0.0548724004238,-0.0487780862577
0,18,0.231364569184,0.0567652473159,-0.0493077237143
0,19,0.259402315671,0.0566576718587,-0.0482291223326
