,test_idx,day_idx,bf_01,significant_and_stop_bf,hdi_width,stop_bp,mean_delta,lower_ci,upper_ci,significant_ci
15156,757,16,0.0221666957149,True,0.05775182867769999,True,-0.0572047829428,-0.08508713512739999,-0.027335306449700003,True
15157,757,17,0.036540467031199994,True,0.055246405684,True,-0.05895702824019999,-0.085519313366,-0.030272907682,True
15158,757,18,0.00828141315924,True,0.0566124848785,True,-0.0574960163567,-0.0868173696813,-0.0302048848027,True
15159,757,19,0.11456645542300001,True,0.0563483941102,True,-0.0559990832409,-0.08486287796900001,-0.0285144838589,True
15160,758,0,35.0334637826,False,0.143074829689,False,0.00556539289342,-0.0700186920292,0.0730561376596,False
15161,758,1,38.6528434319,False,0.102325270061,False,-0.014617047753,-0.06443706231869999,0.037888207742199996,False
15162,758,2,51.4605158887,False,0.0865460427405,False,-0.0090523259654,-0.054606833651099994,0.0319392090895,False
15163,758,3,45.361141483999994,False,0.0778258657966,True,-0.015554173505799998,-0.053145063865199994,0.0246808019314,False
15164,758,4,26.364612793499997,False,0.0734707287125,True,-0.0262520275154,-0.0631699901626,0.010300738549899999,False
15165,758,5,9.15441953874,False,0.0709506879604,True,-0.036703145469800004,-0.07187235116719999,-0.000921663206749,True
15166,758,6,3.0012419408099995,False,0.0678464676903,True,-0.0438263524634,-0.07701324517639999,-0.00916677748605,True
15167,758,7,3.87403993982,False,0.0645016013167,True,-0.0409115683524,-0.0736216300077,-0.00912002869097,True
15168,758,8,0.6028324533899999,False,0.0629149976014,True,-0.0509914301468,-0.08323407268500001,-0.020319075083599997,True
15169,758,9,1.4622890648500002,False,0.0624432831936,True,-0.046206781060800006,-0.0762450100128,-0.013801726819200002,True
15170,758,10,2.5680415923299997,False,0.0590798053314,True,-0.040366140751699996,-0.0706008319902,-0.011521026658799999,True
15171,758,11,1.6855244444,False,0.057613107916,True,-0.041521605847300004,-0.07049714889160001,-0.012884040975600001,True
15172,758,12,0.7120344552310001,False,0.0587120025808,True,-0.0498485743097,-0.0792277059644,-0.0205157033836,True
15173,758,13,0.5815001287129999,False,0.055817403773499995,True,-0.0517332960579,-0.0794898944998,-0.023672490726299997,True
15174,758,14,0.154378593112,True,0.058097859136,True,-0.05790085995,-0.0872435162932,-0.0291456571572,True
15175,758,15,3.22449645713e-05,True,0.057532217023300004,True,-0.0617713693917,-0.0895612132611,-0.0320289962378,True
15176,758,16,1.3918978948900002e-11,True,0.05881509998480001,True,-0.0669091010565,-0.0960380705711,-0.0372229705863,True
15177,758,17,1.9637290148099998e-06,True,0.0556379447805,True,-0.0682022503819,-0.0955423759005,-0.039904431119900004,True
15178,758,18,1.32463088154e-10,True,0.0558513278267,True,-0.0649787726978,-0.09145061503110001,-0.035599287204400004,True
15179,758,19,1.4399059687100001e-09,True,0.0575775633426,True,-0.0667403720707,-0.09737541581669999,-0.0397978524741,True
15180,759,0,14.4680232295,False,0.143896047439,False,-0.04868356350869999,-0.12212626281500001,0.0217697846239,False
15181,759,1,20.0065133392,False,0.10412867800100001,False,-0.034409960774800005,-0.0863769064545,0.017751771546499998,False
15182,759,2,5.75642894551,False,0.08660216701880001,False,-0.04907156817800001,-0.0924529093925,-0.005850742373640001,True
15183,759,3,2.7371922568500002,False,0.0827949222924,False,-0.052853245924300005,-0.0937861757115,-0.010991253419,True
15184,759,4,0.9685942958329999,False,0.07207148600169999,True,-0.054508233783,-0.09097012797399999,-0.0188986419722,True
15185,759,5,0.9875061739129999,False,0.0704532340445,True,-0.0552338546037,-0.0893333176945,-0.01888008365,True
15186,759,6,4.48285101722,False,0.0677692659049,True,-0.042092448142099996,-0.07419760988139999,-0.0064283439765,True
15187,759,7,0.573797194184,False,0.06286309621450001,True,-0.0489467743284,-0.0791338665733,-0.0162707703587,True
15188,759,8,1.7294477002200002,False,0.061444822066299996,True,-0.0459327061359,-0.07657244544700001,-0.0151276233806,True
15189,759,9,3.2680995133899997,False,0.0644101857106,True,-0.0423261508105,-0.0742328036654,-0.00982261795489,True
15190,759,10,0.35528791799099996,False,0.06055545920369999,True,-0.0509925044561,-0.0792341605457,-0.018678701342099997,True
15191,759,11,0.124530269761,True,0.061363513142599996,True,-0.0547448066339,-0.08664485212039999,-0.025281338977799998,True
15192,759,12,0.0933657083958,True,0.0581687665357,True,-0.0604749252566,-0.0902110348799,-0.0320422683442,True
15193,759,13,0.09066679816220001,True,0.057655348552900006,True,-0.0567321492368,-0.0852672381045,-0.0276118895516,True
15194,759,14,0.10226602933399999,True,0.0583629691689,True,-0.053473230938300004,-0.08278664024410001,-0.0244236710752,True
15195,759,15,2.7650750106e-10,True,0.05751344624680001,True,-0.06565336399230001,-0.09407267090669999,-0.0365592246599,True
15196,759,16,0.0435996067907,True,0.057399483958,True,-0.059916963862199996,-0.09004686876830001,-0.0326473848103,True
15197,759,17,0.24133318876999996,True,0.0571923189814,True,-0.051509746735300004,-0.0806649762378,-0.023472657256400003,True
15198,759,18,0.327554259603,True,0.055635779747800006,True,-0.0537080911276,-0.0814215465218,-0.025785766773999998,True
15199,759,19,0.143054546207,True,0.055531499352900006,True,-0.05282122286730001,-0.07990150801260001,-0.024370008659799998,True
15200,760,0,29.5520226526,False,0.14236930535,False,-0.0146552395931,-0.08623992202189999,0.05612938332769999,False
15201,760,1,26.2780165625,False,0.107423077672,False,-0.0285997842104,-0.0810472500427,0.0263758276293,False
15202,760,2,34.976022196100004,False,0.0873956224167,False,-0.0210750761641,-0.06423633220700001,0.0231592902097,False
15203,760,3,40.8563473373,False,0.0806091068325,False,-0.017726689307799998,-0.0555228530989,0.025086253733599996,False
15204,760,4,0.388566266746,False,0.0717547536343,True,-0.0580319688497,-0.09457957133889999,-0.022824817704599997,True
15205,760,5,0.329828902698,True,0.06947668421339999,True,-0.06399326866380001,-0.09843240387939999,-0.028955719666,True
15206,760,6,0.5402668624679999,False,0.0691176257479,True,-0.060706762659099994,-0.09569747770749999,-0.0265798519597,True
15207,760,7,0.45207154068300004,False,0.0647426800126,True,-0.050333840741999994,-0.0803093729354,-0.0155666929228,True
15208,760,8,0.493614246841,False,0.0612750034561,True,-0.05116096260940001,-0.08197777364089999,-0.020702770184799997,True
15209,760,9,0.301552052442,True,0.0604891755369,True,-0.049036421129900004,-0.0806191172583,-0.0201299417214,True
15210,760,10,0.7059339313940001,False,0.0606935433693,True,-0.050172595012800004,-0.0801844190987,-0.0194908757293,True
15211,760,11,1.54281199822,False,0.0622852875804,True,-0.045855825977999996,-0.07515661685660001,-0.0128713292762,True
15212,760,12,0.825768208967,False,0.060463206910600004,True,-0.046869171342400005,-0.0780977425833,-0.0176345356727,True
15213,760,13,0.649707405175,False,0.0583408615366,True,-0.0467362978787,-0.0765192210315,-0.0181783594948,True
15214,760,14,0.7619140795229999,False,0.0574652581796,True,-0.047399551542499994,-0.07705079501749999,-0.0195855368379,True
15215,760,15,0.11353834345000001,True,0.0564007535951,True,-0.056945739108699996,-0.08538289721830002,-0.028982143623200004,True
15216,760,16,0.00953881473989,True,0.057089857949000004,True,-0.0537105965703,-0.08230278231219999,-0.0252129243632,True
15217,760,17,0.0571272312603,True,0.053821335403000006,True,-0.053687673985199996,-0.08172821977769999,-0.027906884374700004,True
15218,760,18,0.00045232615068699995,True,0.056529842783399994,True,-0.0558256212019,-0.0837957134859,-0.0272658707025,True
15219,760,19,0.112658671399,True,0.0570822264411,True,-0.052015398106800004,-0.0797845751707,-0.0227023487296,True
15220,761,0,15.349417685699999,False,0.145876733231,False,0.0468238945671,-0.0341211538491,0.11175557938200001,False
15221,761,1,18.9051718642,False,0.105834529463,False,0.03657308687019999,-0.0193766718517,0.086457857611,False
15222,761,2,39.2811807389,False,0.08712202115530002,False,0.0178677138116,-0.0249333087004,0.06218871245490001,False
15223,761,3,35.7353227665,False,0.07902242325910001,True,0.0215444661005,-0.0179534461049,0.061068977154199997,False
15224,761,4,26.8631717156,False,0.0750222399846,True,0.024863403275799997,-0.013202484999599999,0.061819754984999996,False
15225,761,5,33.3722019796,False,0.0689017038873,True,0.021244047850700002,-0.015019901411600001,0.0538818024757,False
15226,761,6,39.0109500027,False,0.0674664663445,True,0.019342938036599998,-0.0142180551725,0.053248411172,False
15227,761,7,46.1561255457,False,0.0617884383951,True,0.016442258977999998,-0.0148720739601,0.046916364435,False
15228,761,8,34.429870289,False,0.0633733443262,True,0.020021141071099997,-0.0135986248468,0.0497747194794,False
15229,761,9,69.4632799772,False,0.061202537766699996,True,0.00810849954872,-0.0211587235488,0.0400438142179,False
15230,761,10,71.0043990587,False,0.060662647002999996,True,0.00707567424304,-0.024500158387400002,0.036162488615599994,False
15231,761,11,78.129707526,False,0.0590313264509,True,0.005829991484619999,-0.024799806948299998,0.0342315195026,False
15232,761,12,76.28890770390001,False,0.0590063165625,True,0.00419276422213,-0.025171311496599996,0.0338350050659,False
15233,761,13,85.6647348528,False,0.059092999441499997,True,-0.000109198008161,-0.0305235209791,0.028569478462400003,False
15234,761,14,83.2430322029,False,0.0568252191931,True,-0.0013406840073299999,-0.0283542953228,0.028470923870299997,False
